Company,Company Score,Job Title,Location,Date,Salary,City,state,Remote,LowerSalary,UpperSalary,Mid_Salary,Group_job,Salary_Range,Company_Score_Group
The Bank of New York Mellon Corporation,3.4,entry level to senior level software developers,"germantown, md",30d+,$170K - $200K (Employer est.),Germantown, MD,No,170.0,200.0,185.0,Software_En,151-200,ต่ำ(0-2]
Cisco Systems,4.5,software engineer,"jersey city, nj",4d,$87K - $124K (Glassdoor est.),Jersey City, NJ,No,87.0,124.0,105.5,Software_En,101-150,สูง(>3.5-5]
Grand Canyon Education,4.0,2025 bny summer internship program - engineering (developer),"pittsburgh, pa",6d,$185K - $206K (Employer est.),Pittsburgh, PA,No,185.0,206.0,195.5,Software_Dev,151-200,กลาง(>2-3.5]
Captivation Software,3.3,software engineer,"san jose, ca",30d+,$80K - $133K (Employer est.),San Jose, CA,No,80.0,133.0,106.5,Software_En,101-150,ต่ำ(0-2]
DocuSign,4.6,jr. developer,"phoenix, az",3d,$90K - $127K (Glassdoor est.),Phoenix, AZ,No,90.0,127.0,108.5,Software_Dev,101-150,สูง(>3.5-5]
"Canon Medical Research USA, Inc.",3.6,software engineer 0 - java/react/docker/aws,"annapolis junction, md",30d,$108K - $199K (Employer est.),Annapolis Junction, MD,No,108.0,199.0,153.5,Software_En,151-200,กลาง(>2-3.5]
Standard Bots,2.5,ai saas engineer,"san francisco, ca",1d,$62K - $102K (Glassdoor est.),San Francisco, CA,No,62.0,102.0,82.0,Other,50-100,ต่ำ(0-2]
American AgCredit,4.1,software engineer,"boston, ma",1d,$85K - $104K (Glassdoor est.),Boston, MA,No,85.0,104.0,94.5,Software_En,50-100,กลาง(>2-3.5]
KAPSCH,4.0,software quality engineer,"glen cove, ny",11d,$73K - $127K (Employer est.),Glen Cove, NY,No,73.0,127.0,100.0,Software_En,50-100,กลาง(>2-3.5]
Prevail,3.9,devops engineer,remote,2d,$100K - $140K (Glassdoor est.),Remote,Unknow,Yes,100.0,140.0,120.0,Software_Dev,101-150,กลาง(>2-3.5]
DCS Corp,4.8,software engineer,"chantilly, va",30d+,$160K - $194K (Employer est.),Chantilly, VA,No,160.0,194.0,177.0,Software_En,151-200,สูง(>3.5-5]
Consensus Health,3.9,software engineer video,"san francisco, ca",5d,$107K - $145K (Glassdoor est.),San Francisco, CA,No,107.0,145.0,126.0,Software_En,101-150,กลาง(>2-3.5]
Rippling,4.2,software engineer,"dayton, oh",3d,$74K - $131K (Glassdoor est.),Dayton, OH,No,74.0,131.0,102.5,Software_En,101-150,กลาง(>2-3.5]
ACI Worldwide,4.0,associate software engineer,"lenexa, ks",5d,$240K (Employer est.),Lenexa, KS,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Engineering Technology Associates, Inc.",5.0,full stack engineer ii (frontend) - benefits,"san francisco, ca",2d,$16.00 - $46.00 Per Hour (Employer est.),San Francisco, CA,No,,,127.6125,Other,101-150,สูง(>3.5-5]
Fusion Innovation,5.0,software engineer - hybrid,"norcross, ga",3d,$70K - $120K (Employer est.),Norcross, GA,No,70.0,120.0,95.0,Software_En,50-100,สูง(>3.5-5]
"Clarity Innovations, LLC",4.1,software test engineer,"dearborn, mi",1d,$160K - $225K (Employer est.),Dearborn, MI,No,160.0,225.0,192.5,Software_En,151-200,กลาง(>2-3.5]
RippleMatch Opportunities,3.9,software engineer,"herndon, va",30d+,$99K - $134K (Glassdoor est.),Herndon, VA,No,99.0,134.0,116.5,Software_En,101-150,กลาง(>2-3.5]
Power3 Solutions and Partnering Companies,3.5,jr. java software engineer (swe1) (pp) 228,"annapolis junction, md",30d+,$102K - $143K (Glassdoor est.),Annapolis Junction, MD,No,102.0,143.0,122.5,Software_En,101-150,กลาง(>2-3.5]
Datadog,3.9,"imc - software engineer, application via ripplematch","chicago, il",4d,$150K - $240K (Employer est.),Chicago, IL,No,150.0,240.0,195.0,Software_En,151-200,กลาง(>2-3.5]
PACCAR,4.2,python engineer,"annapolis junction, md",10d,$160K - $170K (Employer est.),Annapolis Junction, MD,No,160.0,170.0,165.0,Other,151-200,กลาง(>2-3.5]
Front,4.1,senior software engineer - frontend - sheets,united states,11d,$144K - $200K (Employer est.),United States,Unknow,No,144.0,200.0,172.0,Software_En,151-200,กลาง(>2-3.5]
Northrop Grumman,4.1,vehicle software and diagnostics tool test engineer,"mount vernon, wa",4d,$110K - $120K (Employer est.),Mount Vernon, WA,No,110.0,120.0,115.0,Software_En,101-150,กลาง(>2-3.5]
Pegasystems,4.1,"backend software engineer, deliverability","san francisco, ca",4d,$165K - $211K (Employer est.),San Francisco, CA,No,165.0,211.0,188.0,Software_En,151-200,กลาง(>2-3.5]
Lawrence Berkeley National Laboratory,3.6,2024 associate software engineer - linthicum md,"linthicum, md",1d,$92K - $116K (Glassdoor est.),Linthicum, MD,No,92.0,116.0,104.0,Software_En,101-150,กลาง(>2-3.5]
Cargill,3.5,"associate software engineer, services engineering","waltham, ma",3d,$65.00 Per Hour (Employer est.),Waltham, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Zoox,3.9,optimization software engineer,"san francisco, ca",30d+,$66K - $132K (Employer est.),San Francisco, CA,No,66.0,132.0,99.0,Software_En,50-100,กลาง(>2-3.5]
GLOBALFOUNDRIES,3.7,"associate software engineer - technology development program, summer 2025 - atlanta, ga","atlanta, ga",1d,$140K - $175K (Employer est.),Atlanta, GA,No,140.0,175.0,157.5,Software_En,151-200,กลาง(>2-3.5]
TRU47,4.8,software engineer - perception ml ops,"boston, ma",30d+,$169K - $225K (Employer est.),Boston, MA,No,169.0,225.0,197.0,Software_En,151-200,สูง(>3.5-5]
Schneider Electric,4.1,"design enablement engineer, software engineering ai/machine learning (2024 new college graduate)","malta, ny",23d,$61K - $95K (Employer est.),Malta, NY,No,61.0,95.0,78.0,Software_En,50-100,กลาง(>2-3.5]
Gopuff,3.2,shopify webmaster,remote,3d,$90K - $125K (Employer est.),Remote,Unknow,Yes,90.0,125.0,107.5,Other,101-150,ต่ำ(0-2]
Gopuff,3.6,software development test engineer - electrical iot devices,"foxborough, ma",1d,$162K - $284K (Employer est.),Foxborough, MA,No,162.0,284.0,223.0,Software_En,201-250,กลาง(>2-3.5]
Camelot Integrated Solutions Inc.,3.9,senior software engineer - delivery tech,"miami, fl",17d,$91K - $137K (Employer est.),Miami, FL,No,91.0,137.0,114.0,Software_En,101-150,กลาง(>2-3.5]
CVS Health,5.0,senior software engineer - warehouse,"miami, fl",17d,$160K - $175K (Employer est.),Miami, FL,No,160.0,175.0,167.5,Software_En,151-200,สูง(>3.5-5]
BOEING,4.6,senior software engineer i,"houston, tx",30d+,$177K - $323K (Employer est.),Houston, TX,No,177.0,323.0,250.0,Software_En,201-250,สูง(>3.5-5]
Publix,3.4,software engineer - enterprise identity services,"hartford, ct",11d,$133K - $193K (Employer est.),Hartford, CT,No,133.0,193.0,163.0,Software_En,151-200,ต่ำ(0-2]
Experian,4.9,software engineer - junior level,"annapolis junction, md",11d,$81K - $99K (Glassdoor est.),Annapolis Junction, MD,No,81.0,99.0,90.0,Software_En,50-100,สูง(>3.5-5]
OpenAI,4.3,software engineer – customer payments support,"lakeland, fl",20d,$85K - $95K (Employer est.),Lakeland, FL,No,85.0,95.0,90.0,Software_En,50-100,กลาง(>2-3.5]
ByteDance,3.6,staff software engineer (remote),texas,3d,$180K - $339K (Employer est.),Texas,Unknow,No,180.0,339.0,259.5,Software_En,251-300,กลาง(>2-3.5]
Alterra Mountain Company,4.2,"software engineer, full stack","san francisco, ca",6d,$163K - $200K (Employer est.),San Francisco, CA,No,163.0,200.0,181.5,Software_En,151-200,กลาง(>2-3.5]
Experian,3.8,senior frontend software engineer - customer service plateform - seattle,"seattle, wa",30d+,$85K - $150K (Employer est.),Seattle, WA,No,85.0,150.0,117.5,Software_En,101-150,กลาง(>2-3.5]
"Clarity Innovations, LLC",3.4,"software engineer, mobile (react native)","denver, co",13d,$80K - $110K (Employer est.),Denver, CO,No,80.0,110.0,95.0,Software_En,50-100,ต่ำ(0-2]
Amazon Advertising LLC,3.4,senior software engineer (remote),california,3d,$93K - $128K (Glassdoor est.),California,Unknow,No,93.0,128.0,110.5,Software_En,101-150,ต่ำ(0-2]
BOEING,4.1,junior software engineer (swe1) (qc) tto16-022,"annapolis junction, md",30d+,$112K - $154K (Employer est.),Annapolis Junction, MD,No,112.0,154.0,133.0,Software_En,101-150,กลาง(>2-3.5]
Bose,4.1,"software quality assurance engineer (level 6), automotive",united states,11d,$155K - $221K (Employer est.),United States,Unknow,No,155.0,221.0,188.0,Software_En,151-200,กลาง(>2-3.5]
Macy’s,4.1,front end/ui mid-level software engineer,"annapolis junction, md",16d,$102K - $132K (Employer est.),Annapolis Junction, MD,No,102.0,132.0,117.0,Software_En,101-150,กลาง(>2-3.5]
Microsoft,5.0,dsp software engineer,"framingham, ma",30d+,$80K - $111K (Glassdoor est.),Framingham, MA,No,80.0,111.0,95.5,Software_En,50-100,สูง(>3.5-5]
DraftKings,4.1,lead software engineer - supply chain,"johns creek, ga",2d,$187K - $280K (Employer est.),Johns Creek, GA,No,187.0,280.0,233.5,Software_En,201-250,กลาง(>2-3.5]
GE Appliances,4.0,software engineer,"redmond, wa",30d+,$105K - $155K (Glassdoor est.),Redmond, WA,No,105.0,155.0,130.0,Software_En,101-150,กลาง(>2-3.5]
Quantum Systems Inc,4.1,"senior software engineer, ios",remote,18d,$92K - $120K (Glassdoor est.),Remote,Unknow,Yes,92.0,120.0,106.0,Software_En,101-150,กลาง(>2-3.5]
"Kaseware, Inc.",4.1,software engineering co-op_summer 2025,"louisville, ky",30d+,$230K - $280K (Employer est.),Louisville, KY,No,230.0,280.0,255.0,Software_En,251-300,กลาง(>2-3.5]
Microsoft,4.1,software engineer,"moorpark, ca",19d,$94K - $128K (Glassdoor est.),Moorpark, CA,No,94.0,128.0,111.0,Software_En,101-150,กลาง(>2-3.5]
CVS Health,4.2,software engineer,"denver, co",27d,$129K (Employer est.),Denver, CO,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
JBT Corporation,4.6,software engineer ii - automated reasoning and testing,"redmond, wa",5d,$80K - $180K (Employer est.),Redmond, WA,No,80.0,180.0,130.0,Software_En,101-150,สูง(>3.5-5]
Fanatics Inc.,3.9,sr software development engineer,"buffalo grove, il",3d,$93K - $129K (Glassdoor est.),Buffalo Grove, IL,No,93.0,129.0,111.0,Software_En,101-150,กลาง(>2-3.5]
Innovative Defense Technologies (IDT),4.1,senior software engineer c++,"chalfont, pa",30d+,$105K - $190K (Employer est.),Chalfont, PA,No,105.0,190.0,147.5,Software_En,101-150,กลาง(>2-3.5]
Microchip Technology,4.0,"software engineer ii, (java/aws)",united states,12d,$139K - $169K (Employer est.),United States,Unknow,No,139.0,169.0,154.0,Software_En,151-200,กลาง(>2-3.5]
"Crunchyroll, LLC",4.2,frontend software engineer,"mount laurel, nj",5d,$54K - $98K (Employer est.),Mount Laurel, NJ,No,54.0,98.0,76.0,Software_En,50-100,กลาง(>2-3.5]
Accrete.AI,3.7,engineer i-software,"san jose, ca",23d,$55K - $186K (Employer est.),San Jose, CA,No,55.0,186.0,120.5,Software_En,101-150,กลาง(>2-3.5]
Roku,3.8,"software engineer iii, android","culver city, ca",30d+,$101K - $139K (Glassdoor est.),Culver City, CA,No,101.0,139.0,120.0,Software_En,101-150,กลาง(>2-3.5]
Early Warning Services,3.6,machine learning engineer (early career),"new york, ny",19d,$88K - $120K (Glassdoor est.),New York, NY,No,88.0,120.0,104.0,Other,101-150,กลาง(>2-3.5]
Workday,5.0,"senior software engineer, service mesh","boston, ma",5d,$129K - $202K (Employer est.),Boston, MA,No,129.0,202.0,165.5,Software_En,151-200,สูง(>3.5-5]
Grainger,4.1,"software engineer - java, zelle","scottsdale, az",1d,$70K - $115K (Employer est.),Scottsdale, AZ,No,70.0,115.0,92.5,Software_En,50-100,กลาง(>2-3.5]
Costco Wholesale,4.7,front-end engineer - content platform,"boulder, co",30d+,$91K - $134K (Glassdoor est.),Boulder, CO,No,91.0,134.0,112.5,Other,101-150,สูง(>3.5-5]
Mochi Health,3.5,software engineer iv (success factors - employee central payroll),"lake forest, il",1d,$92K - $124K (Glassdoor est.),Lake Forest, IL,No,92.0,124.0,108.0,Software_En,101-150,กลาง(>2-3.5]
Jacobs,4.2,software engineer - digital data products,"seattle, wa",10d,$115K - $190K (Employer est.),Seattle, WA,No,115.0,190.0,152.5,Software_En,151-200,กลาง(>2-3.5]
Boeing Intelligence & Analytics,4.2,"senior software engineer, frontend","san francisco, ca",7d,$94K - $139K (Glassdoor est.),San Francisco, CA,No,94.0,139.0,116.5,Software_En,101-150,กลาง(>2-3.5]
NetApp,4.0,software test engineer,"kennedy space center, fl",30d+,$140K - $216K (Glassdoor est.),Kennedy Space Center, FL,No,140.0,216.0,178.0,Software_En,151-200,กลาง(>2-3.5]
Alphataraxia,3.9,entry level software engineer,"annapolis junction, md",4d,$90K - $103K (Employer est.),Annapolis Junction, MD,No,90.0,103.0,96.5,Software_En,50-100,กลาง(>2-3.5]
DaqScribe Solutions,4.7,software engineer - c/c++,"san jose, ca",10d,$95K - $170K (Employer est.),San Jose, CA,No,95.0,170.0,132.5,Software_En,101-150,สูง(>3.5-5]
BOEING,4.0,senior software engineer,"washington, dc",30d+,$343K - $637K (Employer est.),Washington, DC,No,343.0,637.0,490.0,Software_En,>300,กลาง(>2-3.5]
Honeywell,4.8,software engineer,united states,10d,$172K - $223K (Employer est.),United States,Unknow,No,172.0,223.0,197.5,Software_En,151-200,สูง(>3.5-5]
Uber,3.9,entry level support equipment software engineer,,2d,$105.00 - $115.00 Per Hour (Employer est.),Unknow,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
State Street,3.4,"software engineer ii - .net, c#, azure","phoenix, az",13d,$93K - $186K (Employer est.),Phoenix, AZ,No,93.0,186.0,139.5,Software_En,101-150,ต่ำ(0-2]
"Garmin International, Inc.",3.9,senior software engineer - courier pricing,"new york, ny",1d,$83K - $110K (Glassdoor est.),New York, NY,No,83.0,110.0,96.5,Software_En,50-100,กลาง(>2-3.5]
Adobe,4.5,"software quality assurance engineer, assistance vice president","quincy, ma",30d+,$120K (Employer est.),Quincy, MA,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
Honeywell,5.0,embedded software engineer,"salem, or",11d,$88K - $140K (Employer est.),Salem, OR,No,88.0,140.0,114.0,Software_En,101-150,สูง(>3.5-5]
Honeywell,4.3,software development engineer,"lehi, ut",20d,$95K - $136K (Glassdoor est.),Lehi, UT,No,95.0,136.0,115.5,Software_En,101-150,กลาง(>2-3.5]
Johns Hopkins University,4.8,software engineering/electrical engineering co-op - fall 2024 (us persons),"mason, oh",27d,$100K - $130K (Employer est.),Mason, OH,No,100.0,130.0,115.0,Software_En,101-150,สูง(>3.5-5]
University of Vermont,4.1,software engineer ii,"mason, oh",5d,$159K - $175K (Employer est.),Mason, OH,No,159.0,175.0,167.0,Software_En,151-200,กลาง(>2-3.5]
Federal Reserve Bank of Dallas,3.5,software engineer,"baltimore, md",30d+,$104K - $348K (Employer est.),Baltimore, MD,No,104.0,348.0,226.0,Software_En,201-250,กลาง(>2-3.5]
"Grammarly, Inc.",4.0,research software engineer,"burlington, vt",4d,$98K - $209K (Employer est.),Burlington, VT,No,98.0,209.0,153.5,Software_En,151-200,กลาง(>2-3.5]
SCD Information Technology,3.9,software engineer,"dallas, tx",23d,$78K - $104K (Employer est.),Dallas, TX,No,78.0,104.0,91.0,Software_En,50-100,กลาง(>2-3.5]
Clarity Innovations,4.0,"software engineer, data engineering",united states,4d,$100K (Employer est.),United States,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Akina, Inc.",4.0,sr. software engineer,"columbia, md",1d,$64K - $128K (Employer est.),Columbia, MD,No,64.0,128.0,96.0,Software_En,50-100,กลาง(>2-3.5]
Volvo Group,3.9,software engineer - level 1 (rr) rrtn-8319,"annapolis junction, md",30d+,$117K - $216K (Employer est.),Annapolis Junction, MD,No,117.0,216.0,166.5,Software_En,151-200,กลาง(>2-3.5]
Calspan Corporation,3.7,software engineer - 3 (javascript/go/python),"annapolis junction, md",3d,$135K - $247K (Employer est.),Annapolis Junction, MD,No,135.0,247.0,191.0,Software_En,151-200,กลาง(>2-3.5]
Zoox,4.2,co-op: software (spring 2025),"shippensburg, pa",11d,$83K - $136K (Glassdoor est.),Shippensburg, PA,No,83.0,136.0,109.5,Software_En,101-150,กลาง(>2-3.5]
"Garmin International, Inc.",3.8,"associate software engineer, edwards air force base","edwards afb, ca",26d,$85K - $130K (Glassdoor est.),Edwards AFB, CA,No,85.0,130.0,107.5,Software_En,101-150,กลาง(>2-3.5]
Root//Source,3.5,software engineer - rider support tools,"foster city, ca",30d+,$99.00 Per Hour (Employer est.),Foster City, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"HireIO, Inc.",3.6,senior software engineer - aviation databases,"olathe, ks",30d,$73K - $88K (Employer est.),Olathe, KS,No,73.0,88.0,80.5,Software_En,50-100,กลาง(>2-3.5]
PAC GROUP LLC,3.5,full stack java software engineer (hybrid),"annapolis junction, md",12d,$59K - $88K (Employer est.),Annapolis Junction, MD,No,59.0,88.0,73.5,Software_En,50-100,กลาง(>2-3.5]
Fanatics Inc.,3.0,software engineer,"san jose, ca",12d,$105K - $146K (Glassdoor est.),San Jose, CA,No,105.0,146.0,125.5,Software_En,101-150,ต่ำ(0-2]
Emergent Software,4.1,software and systems engineer,"suffolk, va",30d+,$70K - $125K (Employer est.),Suffolk, VA,No,70.0,125.0,97.5,Software_En,50-100,กลาง(>2-3.5]
Harvard University,4.1,sr software engineer (back-end),"new york, ny",18d,$62K - $98K (Glassdoor est.),New York, NY,No,62.0,98.0,80.0,Software_En,50-100,กลาง(>2-3.5]
Zoox,4.9,software engineer (python),united states,4d,$82K - $119K (Glassdoor est.),United States,Unknow,No,82.0,119.0,100.5,Software_En,101-150,สูง(>3.5-5]
Intone Networks,3.8,"sr. software engineer, hbs online","boston, ma",30d+,$80K - $113K (Glassdoor est.),Boston, MA,No,80.0,113.0,96.5,Software_En,50-100,กลาง(>2-3.5]
CARTIKTECH LLC,4.1,software development engineer in test,"foster city, ca",6d,$67K - $106K (Glassdoor est.),Foster City, CA,No,67.0,106.0,86.5,Software_En,50-100,กลาง(>2-3.5]
Abbott Laboratories,3.9,software engineer,"austin, tx",19d,$144K - $200K (Employer est.),Austin, TX,No,144.0,200.0,172.0,Software_En,151-200,กลาง(>2-3.5]
Prove,3.4,senior software engineer,"chicago, il",4d,$129K - $224K (Employer est.),Chicago, IL,No,129.0,224.0,176.5,Software_En,151-200,ต่ำ(0-2]
Fanatics Inc.,3.5,software engineer ii,"sylmar, ca",30d+,$169K (Employer est.),Sylmar, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Schweitzer Engineering Laboratories,4.2,"senior software engineer, orchestration team","chicago, il",6d,$45.66 - $54.99 Per Hour (Employer est.),Chicago, IL,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Themis Insight,3.9,software engineer iii,"new york, ny",30d+,$130K - $270K (Employer est.),New York, NY,No,130.0,270.0,200.0,Software_En,151-200,กลาง(>2-3.5]
World Vision USA,4.9,associate software engineer - c# emphasis,"pullman, wa",30d+,$140K - $180K (Employer est.),Pullman, WA,No,140.0,180.0,160.0,Software_En,151-200,สูง(>3.5-5]
Rippling,3.7,jr. software engineer - hybrid/remote,remote,2d,$69K - $98K (Glassdoor est.),Remote,Unknow,Yes,69.0,98.0,83.5,Software_En,50-100,กลาง(>2-3.5]
Hop Labs,4.2,software development engineer iii,united states,16d,$59K - $86K (Glassdoor est.),United States,Unknow,No,59.0,86.0,72.5,Software_En,50-100,กลาง(>2-3.5]
"Hawaiian Airlines, Inc.",3.2,staff software engineer - documents,united states,2d,$80K - $123K (Glassdoor est.),United States,Unknow,No,80.0,123.0,101.5,Software_En,101-150,ต่ำ(0-2]
NetApp,3.9,ml software engineer,remote,30d+,$105K - $152K (Glassdoor est.),Remote,Unknow,Yes,105.0,152.0,128.5,Software_En,101-150,กลาง(>2-3.5]
Quantum Systems Inc,4.1,"software developer engineer, it technical operations","honolulu, hi",10d,$135K - $175K (Employer est.),Honolulu, HI,No,135.0,175.0,155.0,Software_En,151-200,กลาง(>2-3.5]
Salesforce,3.9,software engineer,remote,10d,$154K - $279K (Employer est.),Remote,Unknow,Yes,154.0,279.0,216.5,Software_En,201-250,กลาง(>2-3.5]
Visa,3.7,software engineer lead,"moorpark, ca",12d,$86K - $145K (Glassdoor est.),Moorpark, CA,No,86.0,145.0,115.5,Software_En,101-150,กลาง(>2-3.5]
Honeywell,3.6,full-stack software engineer – lmts / pmts,"san francisco, ca",30d+,$104K - $348K (Employer est.),San Francisco, CA,No,104.0,348.0,226.0,Software_En,201-250,กลาง(>2-3.5]
Oliver Wyman Group,3.4,software engineer – senior consultant level - tink,"austin, tx",4d,$76K - $155K (Employer est.),Austin, TX,No,76.0,155.0,115.5,Software_En,101-150,ต่ำ(0-2]
NVIDIA,2.5,software engineer i,"richardson, tx",30d+,$83K - $114K (Glassdoor est.),Richardson, TX,No,83.0,114.0,98.5,Software_En,50-100,ต่ำ(0-2]
Morgan Stanley,4.4,nera associate software engineer,"white plains, ny",30d+,$155K - $221K (Employer est.),White Plains, NY,No,155.0,221.0,188.0,Software_En,151-200,กลาง(>2-3.5]
Amex,4.5,system software engineer – autonomous vehicles platform,"santa clara, ca",30d+,$100K - $200K (Employer est.),Santa Clara, CA,No,100.0,200.0,150.0,Software_En,101-150,สูง(>3.5-5]
Multi State Lottery Association,4.0,"associate, python / perl dev","alpharetta, ga",10d,$83K - $110K (Glassdoor est.),Alpharetta, GA,No,83.0,110.0,96.5,Software_Dev,50-100,กลาง(>2-3.5]
EOG Resources,3.4,"backend software engineer, digital banking-payments","phoenix, az",6d,$99K (Employer est.),Phoenix, AZ,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
BAXTER,3.7,senior software engineer,"johnston, ia",11d,$129K - $207K (Employer est.),Johnston, IA,No,129.0,207.0,168.0,Software_En,151-200,กลาง(>2-3.5]
Afterpay,3.7,software engineer i,"houston, tx",30d+,$161K - $215K (Glassdoor est.),Houston, TX,No,161.0,215.0,188.0,Software_En,151-200,กลาง(>2-3.5]
U.S. Bank National Association,4.0,senior backend software engineer (hybrid),"bellevue, wa",30d+,$93K - $132K (Glassdoor est.),Bellevue, WA,No,93.0,132.0,112.5,Software_En,101-150,กลาง(>2-3.5]
Geon Technologies,3.8,"software engineer - pubsub, cash app","san francisco, ca",1d,$95K - $115K (Employer est.),San Francisco, CA,No,95.0,115.0,105.0,Software_En,101-150,กลาง(>2-3.5]
INTEL,5.0,"software engineer 2 - mainframe (cobol, jcl, vsam)","brookfield, wi",12d,$310K - $465K (Employer est.),Brookfield, WI,No,310.0,465.0,387.5,Software_En,>300,สูง(>3.5-5]
TDI Technologies,4.1,software engineer,"annapolis junction, md",30d+,$117K - $160K (Glassdoor est.),Annapolis Junction, MD,No,117.0,160.0,138.5,Software_En,101-150,กลาง(>2-3.5]
DAIKIN COMFORT TECHNOLOGIES MFG LP,4.3,software engineer / simulation - virtual prototyping,"san jose, ca",21d,$213K - $293K (Employer est.),San Jose, CA,No,213.0,293.0,253.0,Software_En,251-300,กลาง(>2-3.5]
Intone Networks,4.4,c# software engineer,pennsylvania,6d,$87K - $124K (Glassdoor est.),Pennsylvania,Unknow,No,87.0,124.0,105.5,Software_En,101-150,กลาง(>2-3.5]
Intone Networks,3.6,software engineer 3,"chatsworth, ca",4d,$163K - $294K (Employer est.),Chatsworth, CA,No,163.0,294.0,228.5,Software_En,201-250,กลาง(>2-3.5]
Wise,3.6,software engineer in test,"westlake, tx",25d,$195K - $230K (Employer est.),Westlake, TX,No,195.0,230.0,212.5,Software_En,201-250,กลาง(>2-3.5]
"Garmin International, Inc.",3.1,jr cloud engineer,"phoenix, az",9d,$70K - $90K (Employer est.),Phoenix, AZ,No,70.0,90.0,80.0,Software_clound,50-100,ต่ำ(0-2]
Nyla Technology Solutions,4.2,"senior software engineer ii, wise account","austin, tx",19d,$86K - $109K (Employer est.),Austin, TX,No,86.0,109.0,97.5,Software_En,50-100,กลาง(>2-3.5]
Wellington Management,3.0,senior .net software engineer,"cary, nc",4d,$79K - $124K (Glassdoor est.),Cary, NC,No,79.0,124.0,101.5,Software_En,101-150,ต่ำ(0-2]
Synergy ECP,3.5,software engineer,"annapolis junction, md",30d+,$122K - $147K (Employer est.),Annapolis Junction, MD,No,122.0,147.0,134.5,Software_En,101-150,กลาง(>2-3.5]
Costco Wholesale,3.1,senior software engineer,"boston, ma",30d+,$110K - $154K (Employer est.),Boston, MA,No,110.0,154.0,132.0,Software_En,101-150,ต่ำ(0-2]
"Vizient, Inc.",4.5,software engineer,"annapolis junction, md",30d+,$119K - $142K (Employer est.),Annapolis Junction, MD,No,119.0,142.0,130.5,Software_En,101-150,สูง(>3.5-5]
Leidos,3.7,software engineer - it sustainability,"seattle, wa",17d,$120K - $150K (Employer est.),Seattle, WA,No,120.0,150.0,135.0,Software_En,101-150,กลาง(>2-3.5]
Noblis,3.7,senior software engineer,"irving, tx",30d+,$85K - $131K (Glassdoor est.),Irving, TX,No,85.0,131.0,108.0,Software_En,101-150,กลาง(>2-3.5]
ELEVI Associates,4.7,junior software engineer - panama shift!,"annapolis junction, md",30d+,$60K - $80K (Employer est.),Annapolis Junction, MD,No,60.0,80.0,70.0,Software_En,50-100,สูง(>3.5-5]
ASCENDING,4.0,software solutions engineer – multiple levels,"oklahoma city, ok",30d+,$112K - $177K (Employer est.),Oklahoma City, OK,No,112.0,177.0,144.5,Software_En,101-150,กลาง(>2-3.5]
Trellint,4.0,sr software engineer,"annapolis junction, md",4d,$90K - $104K (Employer est.),Annapolis Junction, MD,No,90.0,104.0,97.0,Software_En,50-100,กลาง(>2-3.5]
Synergy ECP,4.1,cloud software engineer,"fairfax, va",30d+,$79K - $159K (Employer est.),Fairfax, VA,No,79.0,159.0,119.0,Software_clound,101-150,กลาง(>2-3.5]
Lockheed Martin,3.6,r&d software engineer ii,maryland,11d,$195K - $245K (Employer est.),Maryland,Unknow,No,195.0,245.0,220.0,Software_En,201-250,กลาง(>2-3.5]
"Trusted Space, Inc.",4.4,software engineer 1,"columbia, md",30d+,$66K - $112K (Glassdoor est.),Columbia, MD,No,66.0,112.0,89.0,Software_En,50-100,กลาง(>2-3.5]
State Street,4.2,software engineer,"highlands ranch, co",2d,$145K - $190K (Employer est.),Highlands Ranch, CO,No,145.0,190.0,167.5,Software_En,151-200,กลาง(>2-3.5]
"Availity, LLC.",4.0,software engineer,colorado,16d,$86K - $127K (Glassdoor est.),Colorado,Unknow,No,86.0,127.0,106.5,Software_En,101-150,กลาง(>2-3.5]
BorgWarner,1.0,"software development engineer, officer, onsite","quincy, ma",3d,$120K - $140K (Employer est.),Quincy, MA,No,120.0,140.0,130.0,Software_En,101-150,
Ford Motor Company,4.1,node.js/kotlin software engineer iv,"jacksonville, fl",24d,$61K - $89K (Glassdoor est.),Jacksonville, FL,No,61.0,89.0,75.0,Software_En,50-100,กลาง(>2-3.5]
Forterra,3.9,software resident engineer,"auburn hills, mi",6d,$68K - $102K (Glassdoor est.),Auburn Hills, MI,No,68.0,102.0,85.0,Software_En,50-100,กลาง(>2-3.5]
Epsilon,3.1,software engineer,"dearborn, mi",5d,$79K - $125K (Glassdoor est.),Dearborn, MI,No,79.0,125.0,102.0,Software_En,101-150,ต่ำ(0-2]
